Arrival Date,Arrival Date (Day),Arrival Date (Hour),Arrival Date (Minute),Arrival Date (Month),Arrival Date (Quarter),Arrival Date (Second),Arrival Date (Week),Arrival Date (Year),Arrival Date (Epoch days),Arrival Date (Epoch seconds),Dispatch Date,Dispatch Date (Day),Dispatch Date (Hour),Dispatch Date (Minute),Dispatch Date (Month),Dispatch Date (Quarter),Dispatch Date (Second),Dispatch Date (Week),Dispatch Date (Year),Dispatch Date (Epoch days),Dispatch Date (Epoch seconds),From Source,Ordered ID,To Destination,Truck ID,Warehouse IDs
"",,,,,,,,,0,0,10/12/2018,10,00,00,12,4,00,50,2018,17875,1544400000,WNE1001,ORD1343,RETAILER1013,TRU1003,WNE1001
12/12/2018,12,00,00,12,4,00,50,2018,17877,1544572800,11/12/2018,11,00,00,12,4,00,50,2018,17876,1544486400,WNE1001,ORD1344,RETAILER1013,TRU1003,WNE1001
"",,,,,,,,,0,0,12/12/2018,12,00,00,12,4,00,50,2018,17877,1544572800,WNE1001,ORD1345,RETAILER1013,TRU1003,WNE1001
"",,,,,,,,,0,0,13/12/2018,13,00,00,12,4,00,50,2018,17878,1544659200,WNE1001,ORD1346,RETAILER1013,TRU1003,WNE1001
"",,,,,,,,,0,0,14/12/2018,14,00,00,12,4,00,50,2018,17879,1544745600,WNE1001,ORD1347,RETAILER1003,TRU1003,WNE1001
16/12/2018,16,00,00,12,4,00,50,2018,17881,1544918400,15/12/2018,15,00,00,12,4,00,50,2018,17880,1544832000,WNE1001,ORD1348,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,16/12/2018,16,00,00,12,4,00,50,2018,17881,1544918400,WNE1001,ORD1349,RETAILER1003,TRU1003,WNE1001
18/12/2018,18,00,00,12,4,00,51,2018,17883,1545091200,17/12/2018,17,00,00,12,4,00,51,2018,17882,1545004800,WNE1001,ORD1350,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,18/12/2018,18,00,00,12,4,00,51,2018,17883,1545091200,WNE1001,ORD1351,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,19/12/2018,19,00,00,12,4,00,51,2018,17884,1545177600,WNE1001,ORD1352,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,20/12/2018,20,00,00,12,4,00,51,2018,17885,1545264000,WNE1001,ORD1353,RETAILER1003,TRU1003,WNE1001
22/12/2018,22,00,00,12,4,00,51,2018,17887,1545436800,21/12/2018,21,00,00,12,4,00,51,2018,17886,1545350400,WNE1001,ORD1354,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,22/12/2018,22,00,00,12,4,00,51,2018,17887,1545436800,WNE1001,ORD1355,RETAILER1003,TRU1003,WNE1001
24/12/2018,24,00,00,12,4,00,52,2018,17889,1545609600,23/12/2018,23,00,00,12,4,00,51,2018,17888,1545523200,WNE1001,ORD1356,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,24/12/2018,24,00,00,12,4,00,52,2018,17889,1545609600,WNE1001,ORD1357,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,25/12/2018,25,00,00,12,4,00,52,2018,17890,1545696000,WNE1001,ORD1358,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,26/12/2018,26,00,00,12,4,00,52,2018,17891,1545782400,WNE1001,ORD1359,RETAILER1003,TRU1003,WNE1001
28/12/2018,28,00,00,12,4,00,52,2018,17893,1545955200,27/12/2018,27,00,00,12,4,00,52,2018,17892,1545868800,WNE1001,ORD1360,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,28/12/2018,28,00,00,12,4,00,52,2018,17893,1545955200,WNE1001,ORD1361,RETAILER1003,TRU1003,WNE1001
30/12/2018,30,00,00,12,4,00,52,2018,17895,1546128000,29/12/2018,29,00,00,12,4,00,52,2018,17894,1546041600,WNE1001,ORD1362,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,30/12/2018,30,00,00,12,4,00,52,2018,17895,1546128000,WNE1001,ORD1363,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,31/12/2018,31,00,00,12,4,00,53,2018,17896,1546214400,WNE1001,ORD1364,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,1/1/2019,01,00,00,01,1,00,01,2019,17897,1546300800,WNE1001,ORD1365,RETAILER1003,TRU1003,WNE1001
3/1/2019,03,00,00,01,1,00,01,2019,17899,1546473600,2/1/2019,02,00,00,01,1,00,01,2019,17898,1546387200,WNE1001,ORD1366,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,3/1/2019,03,00,00,01,1,00,01,2019,17899,1546473600,WNE1001,ORD1367,RETAILER1003,TRU1003,WNE1001
5/1/2019,05,00,00,01,1,00,01,2019,17901,1546646400,4/1/2019,04,00,00,01,1,00,01,2019,17900,1546560000,WNE1001,ORD1368,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,5/1/2019,05,00,00,01,1,00,01,2019,17901,1546646400,WNE1001,ORD1369,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,6/1/2019,06,00,00,01,1,00,01,2019,17902,1546732800,WNE1001,ORD1370,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,7/1/2019,07,00,00,01,1,00,01,2019,17903,1546819200,WNE1001,ORD1371,RETAILER1003,TRU1003,WNE1001
9/1/2019,09,00,00,01,1,00,02,2019,17905,1546992000,8/1/2019,08,00,00,01,1,00,02,2019,17904,1546905600,WNE1001,ORD1372,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,9/1/2019,09,00,00,01,1,00,02,2019,17905,1546992000,WNE1001,ORD1373,RETAILER1003,TRU1003,WNE1001
11/1/2019,11,00,00,01,1,00,02,2019,17907,1547164800,10/1/2019,10,00,00,01,1,00,02,2019,17906,1547078400,WNE1001,ORD1374,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,11/1/2019,11,00,00,01,1,00,02,2019,17907,1547164800,WNE1001,ORD1375,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,12/1/2019,12,00,00,01,1,00,02,2019,17908,1547251200,WNE1001,ORD1376,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,13/1/2019,13,00,00,01,1,00,02,2019,17909,1547337600,WNE1001,ORD1377,RETAILER1003,TRU1003,WNE1001
15/1/2019,15,00,00,01,1,00,03,2019,17911,1547510400,14/1/2019,14,00,00,01,1,00,02,2019,17910,1547424000,WNE1001,ORD1378,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,15/1/2019,15,00,00,01,1,00,03,2019,17911,1547510400,WNE1001,ORD1379,RETAILER1003,TRU1003,WNE1001
17/1/2019,17,00,00,01,1,00,03,2019,17913,1547683200,16/1/2019,16,00,00,01,1,00,03,2019,17912,1547596800,WNE1001,ORD1380,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,17/1/2019,17,00,00,01,1,00,03,2019,17913,1547683200,WNE1001,ORD1381,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,18/1/2019,18,00,00,01,1,00,03,2019,17914,1547769600,WNE1001,ORD1382,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,19/1/2019,19,00,00,01,1,00,03,2019,17915,1547856000,WNE1001,ORD1383,RETAILER1003,TRU1003,WNE1001
21/1/2019,21,00,00,01,1,00,03,2019,17917,1548028800,20/1/2019,20,00,00,01,1,00,03,2019,17916,1547942400,WNE1001,ORD1384,RETAILER1003,TRU1003,WNE1001
"",,,,,,,,,0,0,21/1/2019,21,00,00,01,1,00,03,2019,17917,1548028800,WNE1001,ORD1385,RETAILER1004,TRU1003,WNE1001
23/1/2019,23,00,00,01,1,00,04,2019,17919,1548201600,22/1/2019,22,00,00,01,1,00,04,2019,17918,1548115200,WNE1001,ORD1386,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,23/1/2019,23,00,00,01,1,00,04,2019,17919,1548201600,WNE1001,ORD1387,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,24/1/2019,24,00,00,01,1,00,04,2019,17920,1548288000,WNE1001,ORD1388,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,25/1/2019,25,00,00,01,1,00,04,2019,17921,1548374400,WNE1001,ORD1389,RETAILER1004,TRU1003,WNE1001
27/1/2019,27,00,00,01,1,00,04,2019,17923,1548547200,26/1/2019,26,00,00,01,1,00,04,2019,17922,1548460800,WNE1001,ORD1390,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,27/1/2019,27,00,00,01,1,00,04,2019,17923,1548547200,WNE1001,ORD1391,RETAILER1004,TRU1003,WNE1001
29/1/2019,29,00,00,01,1,00,05,2019,17925,1548720000,28/1/2019,28,00,00,01,1,00,04,2019,17924,1548633600,WNE1001,ORD1392,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,29/1/2019,29,00,00,01,1,00,05,2019,17925,1548720000,WNE1001,ORD1393,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,30/1/2019,30,00,00,01,1,00,05,2019,17926,1548806400,WNE1001,ORD1394,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,31/1/2019,31,00,00,01,1,00,05,2019,17927,1548892800,WNE1001,ORD1395,RETAILER1004,TRU1003,WNE1001
3/2/2019,03,00,00,02,1,00,05,2019,17930,1549152000,1/2/2019,01,00,00,02,1,00,05,2019,17928,1548979200,WNE1001,ORD1396,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,2/2/2019,02,00,00,02,1,00,05,2019,17929,1549065600,WNE1001,ORD1397,RETAILER1004,TRU1003,WNE1001
5/2/2019,05,00,00,02,1,00,06,2019,17932,1549324800,3/2/2019,03,00,00,02,1,00,05,2019,17930,1549152000,WNE1001,ORD1398,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,4/2/2019,04,00,00,02,1,00,05,2019,17931,1549238400,WNE1001,ORD1399,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,5/2/2019,05,00,00,02,1,00,06,2019,17932,1549324800,WNE1001,ORD1400,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,6/2/2019,06,00,00,02,1,00,06,2019,17933,1549411200,WNE1001,ORD1401,RETAILER1004,TRU1003,WNE1001
9/2/2019,09,00,00,02,1,00,06,2019,17936,1549670400,7/2/2019,07,00,00,02,1,00,06,2019,17934,1549497600,WNE1001,ORD1402,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,8/2/2019,08,00,00,02,1,00,06,2019,17935,1549584000,WNE1001,ORD1403,RETAILER1004,TRU1003,WNE1001
11/2/2019,11,00,00,02,1,00,06,2019,17938,1549843200,9/2/2019,09,00,00,02,1,00,06,2019,17936,1549670400,WNE1001,ORD1404,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,10/2/2019,10,00,00,02,1,00,06,2019,17937,1549756800,WNE1001,ORD1405,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,11/2/2019,11,00,00,02,1,00,06,2019,17938,1549843200,WNE1001,ORD1406,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,12/2/2019,12,00,00,02,1,00,07,2019,17939,1549929600,WNE1001,ORD1407,RETAILER1004,TRU1003,WNE1001
15/2/2019,15,00,00,02,1,00,07,2019,17942,1550188800,13/2/2019,13,00,00,02,1,00,07,2019,17940,1550016000,WNE1001,ORD1408,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,14/2/2019,14,00,00,02,1,00,07,2019,17941,1550102400,WNE1001,ORD1409,RETAILER1004,TRU1003,WNE1001
17/2/2019,17,00,00,02,1,00,07,2019,17944,1550361600,15/2/2019,15,00,00,02,1,00,07,2019,17942,1550188800,WNE1001,ORD1410,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,16/2/2019,16,00,00,02,1,00,07,2019,17943,1550275200,WNE1001,ORD1411,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,17/2/2019,17,00,00,02,1,00,07,2019,17944,1550361600,WNE1001,ORD1412,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,18/2/2019,18,00,00,02,1,00,07,2019,17945,1550448000,WNE1001,ORD1413,RETAILER1004,TRU1003,WNE1001
21/2/2019,21,00,00,02,1,00,08,2019,17948,1550707200,19/2/2019,19,00,00,02,1,00,08,2019,17946,1550534400,WNE1001,ORD1414,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,20/2/2019,20,00,00,02,1,00,08,2019,17947,1550620800,WNE1001,ORD1415,RETAILER1004,TRU1003,WNE1001
25/2/2019,25,00,00,02,1,00,08,2019,17952,1551052800,23/2/2019,23,00,00,02,1,00,08,2019,17950,1550880000,WNE1001,ORD1416A,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,22/2/2019,22,00,00,02,1,00,08,2019,17949,1550793600,WNE1001,ORD1417,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,23/2/2019,23,00,00,02,1,00,08,2019,17950,1550880000,WNE1001,ORD1418,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,24/2/2019,24,00,00,02,1,00,08,2019,17951,1550966400,WNE1001,ORD1419,RETAILER1004,TRU1003,WNE1001
27/2/2019,27,00,00,02,1,00,09,2019,17954,1551225600,25/2/2019,25,00,00,02,1,00,08,2019,17952,1551052800,WNE1001,ORD1420,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,26/2/2019,26,00,00,02,1,00,09,2019,17953,1551139200,WNE1001,ORD1421,RETAILER1004,TRU1003,WNE1001
1/3/2019,01,00,00,03,1,00,09,2019,17956,1551398400,27/2/2019,27,00,00,02,1,00,09,2019,17954,1551225600,WNE1001,ORD1422,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,28/2/2019,28,00,00,02,1,00,09,2019,17955,1551312000,WNE1001,ORD1423,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,1/3/2019,01,00,00,03,1,00,09,2019,17956,1551398400,WNE1001,ORD1424,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,2/3/2019,02,00,00,03,1,00,09,2019,17957,1551484800,WNE1001,ORD1425,RETAILER1004,TRU1003,WNE1001
5/3/2019,05,00,00,03,1,00,10,2019,17960,1551744000,3/3/2019,03,00,00,03,1,00,09,2019,17958,1551571200,WNE1001,ORD1426,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,4/3/2019,04,00,00,03,1,00,09,2019,17959,1551657600,WNE1001,ORD1427,RETAILER1004,TRU1003,WNE1001
7/3/2019,07,00,00,03,1,00,10,2019,17962,1551916800,5/3/2019,05,00,00,03,1,00,10,2019,17960,1551744000,WNE1001,ORD1428,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,6/3/2019,06,00,00,03,1,00,10,2019,17961,1551830400,WNE1001,ORD1429,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,7/3/2019,07,00,00,03,1,00,10,2019,17962,1551916800,WNE1001,ORD1430,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,8/3/2019,08,00,00,03,1,00,10,2019,17963,1552003200,WNE1001,ORD1431,RETAILER1004,TRU1003,WNE1001
11/3/2019,11,00,00,03,1,00,10,2019,17966,1552262400,9/3/2019,09,00,00,03,1,00,10,2019,17964,1552089600,WNE1001,ORD1432,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,10/3/2019,10,00,00,03,1,00,10,2019,17965,1552176000,WNE1001,ORD1433,RETAILER1004,TRU1003,WNE1001
13/3/2019,13,00,00,03,1,00,11,2019,17968,1552435200,11/3/2019,11,00,00,03,1,00,10,2019,17966,1552262400,WNE1001,ORD1434,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,12/3/2019,12,00,00,03,1,00,11,2019,17967,1552348800,WNE1001,ORD1435,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,13/3/2019,13,00,00,03,1,00,11,2019,17968,1552435200,WNE1001,ORD1436,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,14/3/2019,14,00,00,03,1,00,11,2019,17969,1552521600,WNE1001,ORD1437,RETAILER1004,TRU1003,WNE1001
17/3/2019,17,00,00,03,1,00,11,2019,17972,1552780800,15/3/2019,15,00,00,03,1,00,11,2019,17970,1552608000,WNE1001,ORD1438,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,16/3/2019,16,00,00,03,1,00,11,2019,17971,1552694400,WNE1001,ORD1439,RETAILER1004,TRU1003,WNE1001
19/3/2019,19,00,00,03,1,00,12,2019,17974,1552953600,17/3/2019,17,00,00,03,1,00,11,2019,17972,1552780800,WNE1001,ORD1440,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,18/3/2019,18,00,00,03,1,00,11,2019,17973,1552867200,WNE1001,ORD1441,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,19/3/2019,19,00,00,03,1,00,12,2019,17974,1552953600,WNE1001,ORD1442,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,20/3/2019,20,00,00,03,1,00,12,2019,17975,1553040000,WNE1001,ORD1443,RETAILER1004,TRU1003,WNE1001
23/3/2019,23,00,00,03,1,00,12,2019,17978,1553299200,21/3/2019,21,00,00,03,1,00,12,2019,17976,1553126400,WNE1001,ORD1444,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,22/3/2019,22,00,00,03,1,00,12,2019,17977,1553212800,WNE1001,ORD1445,RETAILER1004,TRU1003,WNE1001
25/3/2019,25,00,00,03,1,00,12,2019,17980,1553472000,23/3/2019,23,00,00,03,1,00,12,2019,17978,1553299200,WNE1001,ORD1446,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,24/3/2019,24,00,00,03,1,00,12,2019,17979,1553385600,WNE1001,ORD1447,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,25/3/2019,25,00,00,03,1,00,12,2019,17980,1553472000,WNE1001,ORD1448,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,26/3/2019,26,00,00,03,1,00,13,2019,17981,1553558400,WNE1001,ORD1449,RETAILER1004,TRU1003,WNE1001
29/3/2019,29,00,00,03,1,00,13,2019,17984,1553817600,27/3/2019,27,00,00,03,1,00,13,2019,17982,1553644800,WNE1001,ORD1450,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,28/3/2019,28,00,00,03,1,00,13,2019,17983,1553731200,WNE1001,ORD1451,RETAILER1004,TRU1003,WNE1001
31/3/2019,31,00,00,03,1,00,13,2019,17986,1553990400,29/3/2019,29,00,00,03,1,00,13,2019,17984,1553817600,WNE1001,ORD1452,RETAILER1004,TRU1003,WNE1001
"",,,,,,,,,0,0,30/3/2019,30,00,00,03,1,00,13,2019,17985,1553904000,WNE1001,ORD1453,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,31/3/2019,31,00,00,03,1,00,13,2019,17986,1553990400,WNE1001,ORD1454,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,1/4/2019,01,00,00,04,2,00,13,2019,17987,1554076800,WNE1001,ORD1455,RETAILER1014,TRU1003,WNE1001
4/4/2019,04,00,00,04,2,00,14,2019,17990,1554336000,2/4/2019,02,00,00,04,2,00,14,2019,17988,1554163200,WNE1001,ORD1456,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,3/4/2019,03,00,00,04,2,00,14,2019,17989,1554249600,WNE1001,ORD1457,RETAILER1014,TRU1003,WNE1001
6/4/2019,06,00,00,04,2,00,14,2019,17992,1554508800,4/4/2019,04,00,00,04,2,00,14,2019,17990,1554336000,WNE1001,ORD1458,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,5/4/2019,05,00,00,04,2,00,14,2019,17991,1554422400,WNE1001,ORD1459,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,6/4/2019,06,00,00,04,2,00,14,2019,17992,1554508800,WNE1001,ORD1460,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,7/4/2019,07,00,00,04,2,00,14,2019,17993,1554595200,WNE1001,ORD1461,RETAILER1014,TRU1003,WNE1001
10/4/2019,10,00,00,04,2,00,15,2019,17996,1554854400,8/4/2019,08,00,00,04,2,00,14,2019,17994,1554681600,WNE1001,ORD1462,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,9/4/2019,09,00,00,04,2,00,15,2019,17995,1554768000,WNE1001,ORD1463,RETAILER1014,TRU1003,WNE1001
12/4/2019,12,00,00,04,2,00,15,2019,17998,1555027200,10/4/2019,10,00,00,04,2,00,15,2019,17996,1554854400,WNE1001,ORD1464,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,11/4/2019,11,00,00,04,2,00,15,2019,17997,1554940800,WNE1001,ORD1465,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,12/4/2019,12,00,00,04,2,00,15,2019,17998,1555027200,WNE1001,ORD1466,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,13/4/2019,13,00,00,04,2,00,15,2019,17999,1555113600,WNE1001,ORD1467,RETAILER1014,TRU1003,WNE1001
15/4/2019,15,00,00,04,2,00,15,2019,18001,1555286400,14/4/2019,14,00,00,04,2,00,15,2019,18000,1555200000,WNE1001,ORD1468,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,15/4/2019,15,00,00,04,2,00,15,2019,18001,1555286400,WNE1001,ORD1469,RETAILER1014,TRU1003,WNE1001
17/4/2019,17,00,00,04,2,00,16,2019,18003,1555459200,16/4/2019,16,00,00,04,2,00,16,2019,18002,1555372800,WNE1001,ORD1470,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,17/4/2019,17,00,00,04,2,00,16,2019,18003,1555459200,WNE1001,ORD1471,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,18/4/2019,18,00,00,04,2,00,16,2019,18004,1555545600,WNE1001,ORD1472,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,19/4/2019,19,00,00,04,2,00,16,2019,18005,1555632000,WNE1001,ORD1473,RETAILER1014,TRU1003,WNE1001
21/4/2019,21,00,00,04,2,00,16,2019,18007,1555804800,20/4/2019,20,00,00,04,2,00,16,2019,18006,1555718400,WNE1001,ORD1474,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,21/4/2019,21,00,00,04,2,00,16,2019,18007,1555804800,WNE1001,ORD1475,RETAILER1014,TRU1003,WNE1001
23/4/2019,23,00,00,04,2,00,17,2019,18009,1555977600,22/4/2019,22,00,00,04,2,00,16,2019,18008,1555891200,WNE1001,ORD1476,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,23/4/2019,23,00,00,04,2,00,17,2019,18009,1555977600,WNE1001,ORD1477,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,24/4/2019,24,00,00,04,2,00,17,2019,18010,1556064000,WNE1001,ORD1478,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,25/4/2019,25,00,00,04,2,00,17,2019,18011,1556150400,WNE1001,ORD1479,RETAILER1014,TRU1003,WNE1001
27/4/2019,27,00,00,04,2,00,17,2019,18013,1556323200,26/4/2019,26,00,00,04,2,00,17,2019,18012,1556236800,WNE1001,ORD1480,RETAILER1014,TRU1003,WNE1001
"",,,,,,,,,0,0,27/4/2019,27,00,00,04,2,00,17,2019,18013,1556323200,WSW1001,ORD1481A,SERVICEPROVIDER1016,TRU1004,WSW1001
29/4/2019,29,00,00,04,2,00,17,2019,18015,1556496000,28/4/2019,28,00,00,04,2,00,17,2019,18014,1556409600,WSW1001,ORD1482,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,29/4/2019,29,00,00,04,2,00,17,2019,18015,1556496000,WSW1001,ORD1483A,SERVICEPROVIDER1016,TRU1004,WSW1001
5/5/2019,05,00,00,05,2,00,18,2019,18021,1557014400,4/5/2019,04,00,00,05,2,00,18,2019,18020,1556928000,WSW1001,ORD1483B,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,30/4/2019,30,00,00,04,2,00,18,2019,18016,1556582400,WSW1001,ORD1484,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,1/5/2019,01,00,00,05,2,00,18,2019,18017,1556668800,WSW1001,ORD1485,SERVICEPROVIDER1016,TRU1004,WSW1001
3/5/2019,03,00,00,05,2,00,18,2019,18019,1556841600,2/5/2019,02,00,00,05,2,00,18,2019,18018,1556755200,WSW1001,ORD1486,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,11/5/2019,11,00,00,05,2,00,19,2019,18027,1557532800,WSW1001,ORD1486,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,3/5/2019,03,00,00,05,2,00,18,2019,18019,1556841600,WSW1001,ORD1487,SERVICEPROVIDER1016,TRU1004,WSW1001
5/5/2019,05,00,00,05,2,00,18,2019,18021,1557014400,4/5/2019,04,00,00,05,2,00,18,2019,18020,1556928000,WSW1001,ORD1488,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,5/5/2019,05,00,00,05,2,00,18,2019,18021,1557014400,WSW1001,ORD1489,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,6/5/2019,06,00,00,05,2,00,18,2019,18022,1557100800,WSW1001,ORD1490,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,7/5/2019,07,00,00,05,2,00,19,2019,18023,1557187200,WSW1001,ORD1491,SERVICEPROVIDER1016,TRU1004,WSW1001
9/5/2019,09,00,00,05,2,00,19,2019,18025,1557360000,8/5/2019,08,00,00,05,2,00,19,2019,18024,1557273600,WSW1001,ORD1492,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,9/5/2019,09,00,00,05,2,00,19,2019,18025,1557360000,WSW1001,ORD1493,SERVICEPROVIDER1016,TRU1004,WSW1001
11/5/2019,11,00,00,05,2,00,19,2019,18027,1557532800,10/5/2019,10,00,00,05,2,00,19,2019,18026,1557446400,WSW1001,ORD1494,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,11/5/2019,11,00,00,05,2,00,19,2019,18027,1557532800,WSW1001,ORD1495,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,12/5/2019,12,00,00,05,2,00,19,2019,18028,1557619200,WSW1001,ORD1496,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,13/5/2019,13,00,00,05,2,00,19,2019,18029,1557705600,WSW1001,ORD1497,SERVICEPROVIDER1016,TRU1004,WSW1001
15/5/2019,15,00,00,05,2,00,20,2019,18031,1557878400,14/5/2019,14,00,00,05,2,00,20,2019,18030,1557792000,WSW1001,ORD1498,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,15/5/2019,15,00,00,05,2,00,20,2019,18031,1557878400,WSW1001,ORD1499,SERVICEPROVIDER1016,TRU1004,WSW1001
17/5/2019,17,00,00,05,2,00,20,2019,18033,1558051200,16/5/2019,16,00,00,05,2,00,20,2019,18032,1557964800,WSW1001,ORD1500,SERVICEPROVIDER1016,TRU1004,WSW1001
"",,,,,,,,,0,0,17/5/2019,17,00,00,05,2,00,20,2019,18033,1558051200,WSW1001,ORD1501,SERVICEPROVIDER1016,TRU1004,WSW1001
